Continent,Country,Location Chinese,Location in English,Current Location,Latitude,Longitude,Business Name Chinese,Business Name English,Sector,Sub-Category
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,國民黨會所,Chung Hwa National Association,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,福源雜貨,"Duck Yuen, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,德源辦貨,"Fook Yuen, Importer",Wholesale Trade,Import/Export wholesale
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,同興隆記雜貨,"Hong Hing Lun Kee, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,廣同昌雜貨,"Kwong Tong Chong, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,麗錦華餐館,"Lai Kim Wa, Restaurant",Accommodation and Food Services,Foodservice
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,南利雜貨,"Nam Lee, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,勝利雜貨,"Sing Lee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,榮利泰雜貨,"Wing Lee Tai & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 列伍尼埠,"Ladner, BC",,49.08938,-123.08241,益源雜貨,"Yick Yuen, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 李地市覓埠,"Ladysmith, BC",,48.99016,-123.81699,國民黨會所,Chung Hwa National Association,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 李地市覓埠,"Ladysmith, BC",,48.99016,-123.81699,奇生堂藥材,"Kay Sang Tong & Co., Drugs",Retail Trade,Health and Personal Care Stores
North America,Canada,英屬加拿大哥林比亞省 李地市覓埠,"Ladysmith, BC",,48.99016,-123.81699,馬貴洗衣,"Mar Que, Laundry",Other Services (except Public Administration),Personal and Laundry Services
North America,Canada,英屬加拿大哥林比亞省 李地市覓埠,"Ladysmith, BC",,48.99016,-123.81699,泰盛革履,"TYE SHING & CO., Shoes",Retail Trade,Clothing and Clothing Accessories Stores
North America,Canada,英屬加拿大哥林比亞省 廬路的埠,"Lillooet, BC",,50.6856,-121.942,忠記生菓,"Jung Kee & Co., Fruits and Bakery",Retail Trade,Food and Beverage Stores
North America,Canada,英屬加拿大哥林比亞省 廬路的埠,"Lillooet, BC",,50.6856,-121.942,綱記雜貨,"Kung Kee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 廬路的埠,"Lillooet, BC",,50.6856,-121.942,永安和雜貨,"Wing On Wo & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 魯地底崙埠,"Lulu Island, BC","Richmond, BC",49.17003,-123.13683,國民黨會所,Chung Hwa National Association,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 魯地底崙埠,"Lulu Island, BC","Richmond, BC",49.17003,-123.13683,同和雜貨,"Hong Wo, Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 魯地底崙埠,"Lulu Island, BC","Richmond, BC",49.17003,-123.13683,廣源雜貨,"Quong Yuen, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 尾列埠,"Merritt, BC",,50.11225,-120.7942,永興隆雜貨,"Wing Hing Lung, Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 尾臣埠,"Mission City, BC","MISSION, BC",51.03368,-114.06959,國民黨會所,Chung Hwa National Association,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 尾臣埠,"Mission City, BC","MISSION, BC",51.03368,-114.06959,昌雙雜貨,"C. A. Song & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 尾臣埠,"Mission City, BC","MISSION, BC",51.03368,-114.06959,雙利雜貨,"Song Lee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 網地昔呀埠,"Mt. Sicker, BC",,48.8667,-123.75,國民黨會所,Chung Hwa National Association,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 網地昔呀埠,"Mt. Sicker, BC",,48.8667,-123.75,合和雜貨,"Hop Wo & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 網地昔呀埠,"Mt. Sicker, BC",,48.8667,-123.75,德興接工,"Tuck Hing & Co., Employment Bureau","Administrative and support, waste management and remediation services", Employment services
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,國民黨會所,Chung Hwa National Association,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,福利源雜貨,"Fook Lee Yuen & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,協昌雜貨,"Hip Chong & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,廣生榮雜貨,"Kwong Sang Wing & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,廣盛雜貨,"Kwong Sing & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,廣榮昌雜貨,"Kwong Wing Chong & Co., General Mdse",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,萬興雜貨,"Man Hing & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,安泰油糖集貨,"ON TAI & CO., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,生昌雜貨,"Sing Chong & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,德源雜貨,"Tuck Yuen & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,永利襍貨,"WING LEE & CO., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,和記雜貨,"Wo Kee & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,源利雜貨,"Yuen Lee, Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 汝利慎埠,"Nelson, BC",,49.49985,-117.28553,益生隆貨雜,"Yick Sang Lung & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,致公堂打埠,"Chee Kong Tong Society, society",Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,叙華軒雜貨,"Chey Wah Han, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,國民黨會所,Chung Hwa National Association,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,昌盛雜貨,"Chong Sing, Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,協勝隆雜貨,"Hip Sing Lung & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,廣安和漆器,"KWONG ON WO & CO., Chinese and Japanese Bazaar",Retail Trade,Lacquerware Stores
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,三昌雜貨,"Sam Chong, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,三盛洗衣,"Sam Sing, Laundry",Other Services (except Public Administration),Personal and Laundry Services
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,成記雜貨,"Sing Kee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,生安新衣,"Sing On, Clothing",Retail Trade,Clothing and Clothing Accessories Stores
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092, 新錦和油糖雜貨,"SUN KUM WO & CO., Gen. Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,泰利和雜貨,"Tai Lee Wo & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,泰安棧雜貨,"Tai On Chan, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,泰生雜貨,"Tai Sang & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,晉源雜貨,"TSUNG YUEN & CO., General Mdse",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,德和隆雜貨,"Tuck Wo Lung, Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,和隆記雜貨,"Wah Lung Kee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,怡記雜貨,"Yee Kee, Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,英泰雜貨,"Ying Tai & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 紐委市棉地市,"New Westminster, BC",,49.20678,-122.91092,元盛雜貨,"Yuen Shing, Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 匿哥罅力埠,"Nicola Lake, BC",,50.17361,-120.51806,合昌雜貨,"Hop Chong & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 匿哥罅力埠,"Nicola Lake, BC",,50.17361,-120.51806,合和雜貨,"Hop Wo & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 匿哥罅力埠,"Nicola Lake, BC",,50.17361,-120.51806,裕禎祥雜貨,"Yee Ching Tang & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 片地頓埠,"Penticton, BC",,49.48062,-119.58584,三記絲髮布疋,"Sam Kee & Co., Fancy Goods",Retail Trade,Clothing and Clothing Accessories Stores
North America,Canada,英屬加拿大哥林比亞省 砵添問埠,"Port Hammond, BC",,49.2,-122.65,華隆良記雜貨,"Wah Lung Leung Kee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 舖粦市頓埠,"Princeton, BC",,49.45802,-120.51076,廣源雜貨,"Quong Yuen, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 改市尼埠,"Quesnel, BC",,52.97842,-122.4931,和利什貨,"WAH LEE & CO., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 改市尼福市埠,"Quesnelle Forks, BC",,52.66657,-121.66943,福生隆雜貨,"Fook Sang Lung & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 改市尼福市埠,"Quesnelle Forks, BC",,52.66657,-121.66943,京東雜貨,"King Tong & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 改市尼福市埠,"Quesnelle Forks, BC",,52.66657,-121.66943,廣茂隆雜貨,"Quong Mow Lung & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 改市尼福市埠,"Quesnelle Forks, BC",,52.66657,-121.66943,怡和雜貨,"Yee Wo & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,德勝雜貨,"A. H. Sing, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,國民黨會所,Chung Hwa National Club,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,同昌雜貨,"Hong Chung & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,廣祥利雜貨,"Kwong Chung Lee & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,廣同安雜貨,"Kwong Chong On & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,林昌洗衣,"Lim Chong, Laundry",Other Services (except Public Administration),Personal and Laundry Services
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,永祥雜貨,"Wing Chung & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,永和雜貨,"WING WO KWONG KEE & CO., Gen. Mdse",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 笠委市足埠,"Revelstoke, BC",,50.99712,-118.1953,黃佐接工,"Wong Do, Employment Agency","Administrative and support, waste management and remediation services", Employment services
North America,Canada,英屬加拿大哥林比亞省 洛姬力埠,"Rock Creek, BC",,49.0503,-118.98871,林記雜貨,"Lum Kee, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,國民黨會所,Hong Hwa National Club,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,同記雜貨,"Hong Kee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,合昌雜貨,"Hop Chong & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,合利雜貨,"Hop Lee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,廣和昌雜貨,"Wong Wo Chong, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,利源記雜貨,"Lee Yuen Kee, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,廣榮昌中日漆器,"QUONG WING CHONG, Chinese and Japanese Goods",Retail Trade,Lacquerware Stores
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,三和洗衣,"Sam Wo, Laundry",Other Services (except Public Administration),Personal and Laundry Services
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,泰和隆雜貨,"Tai Wo Lung, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,華利雜貨,"Wah Lee, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,永詳盛藥材,"Wing Chong Sing, Drugs",Retail Trade,Health and Personal Care Stores
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,永同昌雜貨,"Wing Hong Chong, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,黄碧湖雜貨,"Wing On Wo, Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 老市崙,"Rossland, BC",,49.08313,-117.80224,怡記雜貨,"Yee Kee & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 沙面胆埠,"Salmon Arm, BC",,50.6998,-119.30237,合益雜貨,"Wing Lee & Co., General Merchandise.",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 沙面胆埠,"Salmon Arm, BC",,50.6998,-119.30237,永利雜貨,"Wing Lee & Co., General Merchandise.",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 沙允那埠,"Savona, BC",,50.75337,-120.84369,林德雜貨,"Lim Tuck, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 沙允那埠,"Savona, BC",,50.75337,-120.84369,永昌雜貨,"Wing Chong, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 沙允那埠,"Savona, BC",,50.75337,-120.84369,榮光雜貨,"Wing Kong, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雪汝又名雪梨,"Sidney, BC",,48.64964,-123.40262,昌利隆油糖雜貨,"Chung Lee Lung & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 市賛利埠,"Stanley, BC",,53.0332,-121.7195,鶴記雜貨,"Hock Kee, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 市賛利埠,"Stanley, BC",,53.0332,-121.7195,廣隆記雜貨,"Quong Lung Kee, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 市姊話市頓埠,"Steveston, BC",,49.12714,-123.18137,同和雜貨,"Hong Wo, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 市姊話市頓埠,"Steveston, BC",,49.12714,-123.18137,廣生蘇杭,"Quong Sang & Co., Dry Goods",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 森馬崙埠,"Summerland, BC",,49.59977,-119.66911,金盛雜貨,"Kam Sing & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 子李兒埠,"Trail, BC",,49.09983,-117.70223,國民黨會所,Chung Hwa National Club,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 子李兒埠,"Trail, BC",,49.09983,-117.70223,廣興雜貨,"Quong Hing, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 子李兒埠,"Trail, BC",,49.09983,-117.70223,成昌雜貨,"Sing Chong, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 子李兒埠,"Trail, BC",,49.09983,-117.70223,成源雜貨,"Sing Yuen, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 夭寅庇埠,"Union Bay, BC",,49.58377,-124.88611,中和堂藥材,"Chung Wo Tong, Drugs",Retail Trade,Health and Personal Care Stores
North America,Canada,英屬加拿大哥林比亞省 夭寅庇埠,"Union Bay, BC",,49.58377,-124.88611,勝記棧雜貨,"Sing Kee Jan, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,美洲館餐館,"American Restaurant, Restaurant",Accommodation and Food Services,Foodservice
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,北盛隆雜貨,"Bark Shing Lung & Co., Gen. Mdse",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,寶源成衣,"Bow Yuen & Co., General Merchandise",Other Services (except Public Administration),Personal and Laundry Services 
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,黃茂絲髮,"CANTON BAZAAR, Silk Goods",Retail Trade,Clothing and Clothing Accessories Stores
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,炎源昌雜貨,"Cheu Lang & Co., Gen. Mdse",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,致中和餅餅,"Chee Jong Wo & Co., Bakery",Manufacturing,Food Manufacturing
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,中華會館,Chinese Benevolent Association,Other Services (except Public Administration),Overseas Chinese Associations
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,中華商會,CHINESE CHAMBER OF COMMERCE,Other Services (except Public Administration),Business associations
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,共和黨會所,Chinese Republic Association,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,兆隆成衣,"Cheu Lang & Co., Merchant Tailors",Other Services (except Public Administration),Personal and Laundry Services 
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,章記雜貨,"Chin Kee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,國民黨會所,Chung Hwa National Club,Other Services (except Public Administration),Political organizations
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,品霖公司雜貨,"David & Lam & Co., Groceries",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,德昌鷄鴨,"Duck Chong & Co., Poultry",Retail Trade,Food and Beverage Stores
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,宏盛雜貨,"Foong Shing & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,富利皮靴,"Foo Lee, Shoe Maker",Retail Trade,Clothing and Clothing Accessories Stores
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,金利源雜貨,"Gim Lee Yuen & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,江南樓酒樓,"Gong Nam Low, Restaurant",Accommodation and Food Services,Foodservice
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,巨利雜貨,"Guey Lee & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,興華理髮,"Hing Wah, Barber Shop.",Other Services (except Public Administration),Personal and Laundry Services
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,鄭漢特映相,"Hon Chee, Studio",Professional,Photographic services
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,香港樓酒樓,"Hong Kong Low & Co., Restaurant",Accommodation and Food Services,Foodservice
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,同德盛雜貨,"Hong Ark Sing & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,同安棧雜貨,"Hong On Jan & Co, General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,同裕昌雜貨,"Hong Yee Chong & Co., Drugs",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,合利首飾,"Hop Lee & Co., Jewelry",Retail Trade,Clothing and Clothing Accessories Stores
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,合源成衣,"Hop Yuen & Co., Merchant Tailors",Other Services (except Public Administration),Personal and Laundry Services 
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,杏花樓酒樓,"Hung Far Low & Co., Restaurant",Accommodation and Food Services,Foodservice
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,恒興棧雜貨,"Hung Hing Chan & Co., General Merchandise.",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,杏香居酒晏,"Hung Heung Quey, Restaurant",Accommodation and Food Services,Foodservice
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,恒盛藥材,"Hung Sing & Co., Drugs.",Retail Trade,Health and Personal Care Stores
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,正利洋遊,"Jan Lee & Co., Umbrella Repairing.",Manufacturing,Others
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,占南樓酒館,"Jane Nam Low & Co., Restaurant.",Accommodation and Food Services,Foodservice
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,啟記雜貨,"Kai Kee & Co., General Merchandise.",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,金利源雜貨,"Kim Lee Yuen & Co., General Merchandise",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,錦綸泰雜貨,"Kim Lun Tai & Co., Merchant Tailors",Retail Trade,General Merchandise
North America,Canada,英屬加拿大哥林比亞省 雲高華,"Vancouver, BC",,49.24966,-123.11934,乾豊雜貨,"King Fung & Co., General Merchandise",Retail Trade,General Merchandise
